model,set,condition,verse,word,ok,single_token
BEREL 3.0,"control, both at median",50%,Isa.17.14,בקר,0,1
BEREL 3.0,"control, both at median",50%,Isa.17.14,וגורל,1,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.17.14,איננו,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.17.14,זה,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.17.14,חלק,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.17.14,שוסינו,0,0
BEREL 3.0,"control, both at median",50% contiguous,Isa.17.14,וגורל,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.17.14,לבזזינו,0,0
BEREL 3.0,"control, both at median",1 word,Isa.29.23,כי,1,1
BEREL 3.0,"control, both at median",25%,Isa.29.23,יקדישו,1,0
BEREL 3.0,"control, both at median",25%,Isa.29.23,שמי,1,1
BEREL 3.0,"control, both at median",25%,Isa.29.23,יעקב,1,1
BEREL 3.0,"control, both at median",25%,Isa.29.23,אלהי,0,1
BEREL 3.0,"control, both at median",50%,Isa.29.23,בראתו,0,0
BEREL 3.0,"control, both at median",50%,Isa.29.23,בקרבו,0,1
BEREL 3.0,"control, both at median",50%,Isa.29.23,יקדישו,0,0
BEREL 3.0,"control, both at median",50%,Isa.29.23,שמי,0,1
BEREL 3.0,"control, both at median",50%,Isa.29.23,את,1,1
BEREL 3.0,"control, both at median",50%,Isa.29.23,קדוש,1,1
BEREL 3.0,"control, both at median",50%,Isa.29.23,יעקב,0,1
BEREL 3.0,"control, both at median",50%,Isa.29.23,ישראל,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.29.23,והקדישו,0,0
BEREL 3.0,"control, both at median",50% contiguous,Isa.29.23,את,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.29.23,קדוש,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.29.23,יעקב,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.29.23,ואת,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.29.23,אלהי,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.29.23,ישראל,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.29.23,יער,0,1
BEREL 3.0,"control, both at median",1 word,Isa.58.9,הנני,0,1
BEREL 3.0,"control, both at median",25%,Isa.58.9,יענה,1,1
BEREL 3.0,"control, both at median",25%,Isa.58.9,תשוע,0,0
BEREL 3.0,"control, both at median",25%,Isa.58.9,אם,1,1
BEREL 3.0,"control, both at median",25%,Isa.58.9,ודבר,0,1
BEREL 3.0,"control, both at median",50%,Isa.58.9,אז,1,1
BEREL 3.0,"control, both at median",50%,Isa.58.9,יענה,1,1
BEREL 3.0,"control, both at median",50%,Isa.58.9,תשוע,0,0
BEREL 3.0,"control, both at median",50%,Isa.58.9,ויאמר,0,1
BEREL 3.0,"control, both at median",50%,Isa.58.9,הנני,0,1
BEREL 3.0,"control, both at median",50%,Isa.58.9,אם,1,1
BEREL 3.0,"control, both at median",50%,Isa.58.9,מתוכך,0,0
BEREL 3.0,"control, both at median",50%,Isa.58.9,שלח,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.58.9,אם,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.58.9,תסיר,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.58.9,מתוכך,0,0
BEREL 3.0,"control, both at median",50% contiguous,Isa.58.9,מוטה,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.58.9,שלח,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.58.9,אצבע,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.58.9,ודבר,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.58.9,און,0,1
BEREL 3.0,"control, both at median",1 word,Isa.40.10,וזרעו,0,1
BEREL 3.0,"control, both at median",25%,Isa.40.10,וזרעו,0,1
BEREL 3.0,"control, both at median",25%,Isa.40.10,משלה,0,1
BEREL 3.0,"control, both at median",25%,Isa.40.10,ופעלתו,0,0
BEREL 3.0,"control, both at median",50%,Isa.40.10,הנה,1,1
BEREL 3.0,"control, both at median",50%,Isa.40.10,יהוה,0,1
BEREL 3.0,"control, both at median",50%,Isa.40.10,וזרעו,0,1
BEREL 3.0,"control, both at median",50%,Isa.40.10,הנה,1,1
BEREL 3.0,"control, both at median",50%,Isa.40.10,שכרו,1,1
BEREL 3.0,"control, both at median",50%,Isa.40.10,ופעלתו,0,0
BEREL 3.0,"control, both at median",50% contiguous,Isa.40.10,לו,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.40.10,הנה,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.40.10,שכרו,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.40.10,אתו,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.40.10,ופעלתו,0,0
BEREL 3.0,"control, both at median",50% contiguous,Isa.40.10,לפניו,0,1
BEREL 3.0,"control, both at median",1 word,Isa.41.14,וגאלך,0,0
BEREL 3.0,"control, both at median",25%,Isa.41.14,אל,1,1
BEREL 3.0,"control, both at median",25%,Isa.41.14,תיראי,1,0
BEREL 3.0,"control, both at median",25%,Isa.41.14,יהוה,0,1
BEREL 3.0,"control, both at median",50%,Isa.41.14,תיראי,0,0
BEREL 3.0,"control, both at median",50%,Isa.41.14,תולעת,0,1
BEREL 3.0,"control, both at median",50%,Isa.41.14,אני,1,1
BEREL 3.0,"control, both at median",50%,Isa.41.14,נאם,0,1
BEREL 3.0,"control, both at median",50%,Isa.41.14,יהוה,0,1
BEREL 3.0,"control, both at median",50%,Isa.41.14,קדוש,1,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.41.14,עזרתיך,0,0
BEREL 3.0,"control, both at median",50% contiguous,Isa.41.14,נאם,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.41.14,יהוה,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.41.14,וגאלך,0,0
BEREL 3.0,"control, both at median",50% contiguous,Isa.41.14,קדוש,0,1
BEREL 3.0,"control, both at median",50% contiguous,Isa.41.14,ישראל,0,1
DictaBERT,"lowest perplexity, BEREL",1 word,Isa.28.9,עתיקי,0,0
DictaBERT,"lowest perplexity, BEREL",25%,Isa.28.9,ואת,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.28.9,שמועה,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.28.9,משדים,0,0
DictaBERT,"lowest perplexity, BEREL",50%,Isa.28.9,את,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.28.9,מי,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.28.9,יורה,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.28.9,מי,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.28.9,שמועה,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.28.9,גמולי,0,0
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.28.9,יבין,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.28.9,שמועה,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.28.9,גמולי,0,0
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.28.9,מחלב,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.28.9,עתיקי,0,0
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.28.9,משדים,0,0
DictaBERT,"lowest perplexity, BEREL",1 word,Isa.49.15,בטנה,1,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.49.15,בן,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.49.15,אלה,1,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.49.15,לא,1,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.49.15,עולה,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.49.15,בן,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.49.15,בטנה,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.49.15,תשכחנה,0,0
DictaBERT,"lowest perplexity, BEREL",50%,Isa.49.15,לא,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.49.15,אשכחך,0,0
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.49.15,גם,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.49.15,אלה,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.49.15,תשכחנה,0,0
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.49.15,ואנכי,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.49.15,לא,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.49.15,אשכחך,0,0
DictaBERT,"lowest perplexity, BEREL",1 word,Isa.5.1,נא,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.5.1,לידידי,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.5.1,שירת,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.5.1,שמן,1,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.5.1,אשירה,0,0
DictaBERT,"lowest perplexity, BEREL",50%,Isa.5.1,לידידי,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.5.1,לכרמו,0,0
DictaBERT,"lowest perplexity, BEREL",50%,Isa.5.1,היה,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.5.1,בקרן,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.5.1,שמן,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.5.1,כרם,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.5.1,היה,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.5.1,לידידי,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.5.1,בקרן,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.5.1,בן,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.5.1,שמן,0,1
DictaBERT,"lowest perplexity, BEREL",1 word,Isa.11.4,רשע,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.11.4,ושפט,0,0
DictaBERT,"lowest perplexity, BEREL",25%,Isa.11.4,דלים,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.11.4,פיו,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.11.4,רשע,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.11.4,במישור,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.11.4,ארץ,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.11.4,והכה,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.11.4,ארץ,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.11.4,בשבט,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.11.4,וברוח,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.11.4,ימית,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.11.4,רשע,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.11.4,והכה,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.11.4,ארץ,1,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.11.4,בשבט,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.11.4,פיו,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.11.4,וברוח,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.11.4,שפתיו,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.11.4,ימית,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.11.4,רשע,0,1
DictaBERT,"lowest perplexity, BEREL",1 word,Isa.65.24,עוד,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.65.24,עוד,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.65.24,מדברים,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.65.24,טרם,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.65.24,ואני,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.65.24,אענה,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.65.24,ואני,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.65.24,אשמע,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.65.24,עוד,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.65.24,הם,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.65.24,מדברים,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.65.24,ואני,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.65.24,אשמע,0,1
DictaBERT,"lowest perplexity, BEREL",1 word,Isa.11.2,רוח,1,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.11.2,רוח,1,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.11.2,ובינה,1,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.11.2,עצה,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.11.2,ויראת,1,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.11.2,רוח,1,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.11.2,יהוה,1,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.11.2,רוח,1,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.11.2,ובינה,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.11.2,וגבורה,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.11.2,דעת,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.11.2,ויראת,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.11.2,רוח,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.11.2,עצה,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.11.2,וגבורה,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.11.2,רוח,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.11.2,דעת,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.11.2,ויראת,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.11.2,יהוה,0,1
DictaBERT,"lowest perplexity, BEREL",1 word,Isa.43.7,בשמי,1,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.43.7,יצרתיו,0,0
DictaBERT,"lowest perplexity, BEREL",25%,Isa.43.7,עשיתיו,0,0
DictaBERT,"lowest perplexity, BEREL",50%,Isa.43.7,כל,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.43.7,הנקרא,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.43.7,אף,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.43.7,עשיתיו,0,0
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.43.7,בראתיו,0,0
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.43.7,יצרתיו,0,0
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.43.7,אף,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.43.7,עשיתיו,0,0
DictaBERT,"lowest perplexity, BEREL",1 word,Isa.1.5,תוסיפו,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.1.5,עוד,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.1.5,תוסיפו,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.1.5,לבב,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.1.5,מה,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.1.5,כל,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.1.5,ראש,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.1.5,לחלי,0,0
DictaBERT,"lowest perplexity, BEREL",50%,Isa.1.5,וכל,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.1.5,לבב,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.1.5,כל,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.1.5,ראש,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.1.5,לחלי,0,0
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.1.5,וכל,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.1.5,לבב,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.1.5,דוי,0,1
DictaBERT,"lowest perplexity, BEREL",1 word,Isa.26.4,עדי,1,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.26.4,יהוה,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.26.4,צור,1,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.26.4,ביהוה,0,0
DictaBERT,"lowest perplexity, BEREL",50%,Isa.26.4,עדי,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.26.4,עד,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.26.4,יהוה,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.26.4,ביה,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.26.4,יהוה,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.26.4,צור,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.26.4,עולמים,0,1
DictaBERT,"lowest perplexity, BEREL",1 word,Isa.27.6,יציץ,0,0
DictaBERT,"lowest perplexity, BEREL",25%,Isa.27.6,הבאים,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.27.6,יעקב,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.27.6,יציץ,0,0
DictaBERT,"lowest perplexity, BEREL",50%,Isa.27.6,ישראל,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.27.6,ומלאו,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.27.6,פני,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.27.6,תנובה,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.27.6,ישראל,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.27.6,ומלאו,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.27.6,פני,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.27.6,תבל,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.27.6,תנובה,0,1
DictaBERT,"lowest perplexity, BEREL",1 word,Isa.63.8,ויאמר,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.63.8,המה,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.63.8,לא,1,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.63.8,אך,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.63.8,המה,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.63.8,בנים,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.63.8,לא,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.63.8,ישקרו,0,0
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.63.8,לא,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.63.8,ישקרו,0,0
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.63.8,ויהי,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.63.8,להם,1,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.63.8,למושיע,0,0
DictaBERT,"lowest perplexity, BEREL",1 word,Isa.13.10,חשך,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.13.10,יהלו,0,0
DictaBERT,"lowest perplexity, BEREL",25%,Isa.13.10,אורם,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.13.10,וירח,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.13.10,יגיה,0,0
DictaBERT,"lowest perplexity, BEREL",50%,Isa.13.10,כוכבי,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.13.10,וכסיליהם,0,0
DictaBERT,"lowest perplexity, BEREL",50%,Isa.13.10,אורם,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.13.10,חשך,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.13.10,וירח,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.13.10,לא,1,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.13.10,אורו,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.13.10,חשך,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.13.10,השמש,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.13.10,בצאתו,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.13.10,וירח,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.13.10,לא,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.13.10,יגיה,0,0
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.13.10,אורו,0,1
DictaBERT,"lowest perplexity, BEREL",1 word,Isa.49.3,לי,1,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.49.3,ויאמר,1,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.49.3,עבדי,1,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.49.3,ויאמר,1,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.49.3,לי,1,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.49.3,ישראל,1,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.49.3,אשר,1,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.49.3,ישראל,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.49.3,אשר,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.49.3,בך,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.49.3,אתפאר,0,0
DictaBERT,"lowest perplexity, BEREL",1 word,Isa.3.10,אמרו,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.3.10,צדיק,0,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.3.10,כי,1,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.3.10,אמרו,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.3.10,כי,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.3.10,טוב,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.3.10,מעלליהם,0,0
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.3.10,כי,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.3.10,פרי,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.3.10,מעלליהם,0,0
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.3.10,יאכלו,0,1
DictaBERT,"lowest perplexity, BEREL",1 word,Isa.7.21,איש,1,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.7.21,ביום,1,1
DictaBERT,"lowest perplexity, BEREL",25%,Isa.7.21,יחיה,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.7.21,ביום,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.7.21,איש,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.7.21,בקר,0,1
DictaBERT,"lowest perplexity, BEREL",50%,Isa.7.21,צאן,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.7.21,עגלת,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.7.21,בקר,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.7.21,ושתי,0,1
DictaBERT,"lowest perplexity, BEREL",50% contiguous,Isa.7.21,צאן,0,1
DictaBERT,"lowest perplexity, DictaBERT",1 word,Isa.40.5,יהוה,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.40.5,כבוד,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.40.5,יהוה,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.40.5,בשר,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.40.5,כבוד,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.40.5,יהוה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.40.5,וראו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.40.5,בשר,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.40.5,יחדו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.40.5,יהוה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.40.5,בשר,1,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.40.5,יחדו,1,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.40.5,כי,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.40.5,פי,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.40.5,יהוה,1,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.40.5,דבר,0,1
DictaBERT,"lowest perplexity, DictaBERT",1 word,Isa.60.1,יהוה,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.60.1,יהוה,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.60.1,זרח,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.60.1,אורי,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.60.1,אורך,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.60.1,יהוה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.60.1,עליך,1,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.60.1,וכבוד,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.60.1,יהוה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.60.1,עליך,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.60.1,זרח,0,1
DictaBERT,"lowest perplexity, DictaBERT",1 word,Isa.2.16,אניות,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.2.16,כל,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.2.16,שכיות,1,0
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.16,תרשיש,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.16,כל,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.16,שכיות,0,0
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.16,החמדה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.16,ועל,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.16,כל,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.16,שכיות,0,0
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.16,החמדה,0,1
DictaBERT,"lowest perplexity, DictaBERT",1 word,Isa.7.7,אדני,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.7.7,לא,1,1
